Product_ID,Price,Category,Date
P0247,7048,Electronics,29-07-2025
P0248,13144,Home Kitchen,12-07-2025
P0249,4993,Electronics,16-07-2025
P0250,610,Stationery,18-07-2025
P0251,9463,Laptop,13-07-2025
P0252,16936,Electronics,01-07-2025
P0253,15885,Fashion,17-07-2025
P0254,7293,Electronics,11-07-2025
P0255,3310,Sports,04-07-2025
P0256,3760,Fashion,06-07-2025
P0257,19960,Fashion,06-07-2025
P0258,1043,Home Kitchen,05-07-2025
P0259,11525,Home Kitchen,23-07-2025
P0260,3145,Beauty,05-07-2025
P0261,10274,Laptop,30-07-2025
P0262,4066,Books,27-07-2025
P0263,2604,Electronics,11-07-2025
P0264,16610,Toys,05-07-2025
P0265,1477,Beauty,02-07-2025
P0266,7210,Stationery,26-07-2025
P0267,19433,Laptop,03-07-2025
P0268,6956,Electronics,22-07-2025
P0269,14513,Laptop,08-07-2025
P0270,4149,Electronics,07-07-2025
P0271,3379,Electronics,14-07-2025
P0272,8379,Laptop,13-07-2025
P0273,15026,Stationery,18-07-2025
P0274,12217,Toys,12-07-2025
P0275,1644,Accessories,18-07-2025
P0276,9762,Accessories,05-07-2025
P0277,1600,Electronics,22-07-2025
P0278,10287,Beauty,27-07-2025
P0279,17156,Sports,16-07-2025
P0280,8679,Books,07-07-2025
P0281,5217,Laptop,18-07-2025
P0282,11075,Stationery,04-07-2025
P0283,570,Laptop,03-07-2025
P0284,17744,Books,23-07-2025
P0285,16830,Beauty,19-07-2025
P0286,4852,Stationery,13-07-2025
P0287,13684,Books,17-07-2025
P0288,18726,Accessories,27-07-2025
P0289,2937,Fashion,17-07-2025
P0290,11519,Toys,21-07-2025
P0291,3484,Sports,09-07-2025
P0292,8044,Beauty,05-07-2025
P0293,5113,Fashion,10-07-2025
P0294,7046,Accessories,19-07-2025
P0295,11742,Sports,13-07-2025
P0296,12445,Beauty,27-07-2025
P0297,8553,Beauty,12-07-2025
P0298,15374,Home Kitchen,11-07-2025
P0299,6226,Sports,13-07-2025
P0300,617,Sports,25-07-2025
