Product_ID,Price,Category,Date
P0265,11997,Toys,20-07-2025
P0266,9074,Fashion,31-07-2025
P0267,17198,Laptop,21-07-2025
P0268,17767,Electronics,22-07-2025
P0269,11299,Beauty,19-07-2025
P0270,19169,Sports,01-07-2025
P0271,3363,Sports,26-07-2025
P0272,11011,Toys,27-07-2025
P0273,10025,Beauty,27-07-2025
P0274,14536,Electronics,07-07-2025
P0275,11726,Sports,04-07-2025
P0276,3014,Sports,24-07-2025
P0277,805,Home Kitchen,05-07-2025
P0278,9994,Beauty,29-07-2025
P0279,6789,Beauty,18-07-2025
P0280,3529,Beauty,27-07-2025
P0281,4139,Fashion,14-07-2025
P0282,3908,Accessories,21-07-2025
P0283,668,Sports,04-07-2025
P0284,5239,Accessories,10-07-2025
P0285,1265,Electronics,15-07-2025
P0286,11150,Electronics,08-07-2025
P0287,610,Books,03-07-2025
P0288,17686,Sports,27-07-2025
P0289,10265,Home Kitchen,04-07-2025
P0290,11053,Books,02-07-2025
P0291,7777,Stationery,31-07-2025
P0292,18076,Stationery,30-07-2025
P0293,16707,Home Kitchen,24-07-2025
P0294,849,Accessories,12-07-2025
P0295,13535,Laptop,27-07-2025
P0296,8324,Toys,25-07-2025
P0297,15498,Books,06-07-2025
P0298,2253,Books,15-07-2025
P0299,6854,Books,09-07-2025
P0300,5471,Beauty,31-07-2025
P0301,14204,Books,17-07-2025
P0302,7476,Sports,02-07-2025
P0303,13967,Toys,06-07-2025
P0304,8174,Electronics,12-07-2025
P0305,911,Stationery,07-07-2025
P0306,5361,Sports,20-07-2025
P0307,17026,Fashion,27-07-2025
P0308,19138,Books,25-07-2025
P0309,19707,Laptop,08-07-2025
P0310,1319,Stationery,11-07-2025
P0311,11201,Electronics,28-07-2025
P0312,8922,Accessories,11-07-2025
P0313,6625,Accessories,29-07-2025
P0314,5367,Stationery,16-07-2025
P0315,2646,Stationery,03-07-2025
P0316,3925,Accessories,13-07-2025
P0317,19073,Sports,27-07-2025
P0318,10870,Stationery,29-07-2025
P0319,3767,Fashion,20-07-2025
P0320,2281,Beauty,15-07-2025
P0321,17573,Fashion,04-07-2025
P0322,6186,Home Kitchen,15-07-2025
P0323,7801,Laptop,23-07-2025
P0324,4167,Sports,05-07-2025
P0325,7582,Toys,21-07-2025
P0326,18362,Laptop,28-07-2025
P0327,17915,Fashion,12-07-2025
P0328,12726,Stationery,26-07-2025
P0329,17889,Stationery,02-07-2025
P0330,14355,Home Kitchen,29-07-2025
P0331,4428,Fashion,02-07-2025
P0332,3638,Sports,28-07-2025
P0333,16388,Toys,12-07-2025
P0334,10281,Books,18-07-2025
P0335,3277,Books,24-07-2025
P0336,8243,Electronics,02-07-2025
P0337,12435,Books,28-07-2025
P0338,7914,Toys,22-07-2025
P0339,8481,Fashion,24-07-2025
P0340,9844,Stationery,21-07-2025
P0341,15987,Stationery,31-07-2025
P0342,7817,Stationery,13-07-2025
P0343,9364,Electronics,27-07-2025
P0344,920,Accessories,25-07-2025
P0345,9704,Fashion,17-07-2025
P0346,13260,Laptop,31-07-2025
P0347,3783,Beauty,26-07-2025
P0348,6712,Accessories,10-07-2025
P0349,9813,Home Kitchen,19-07-2025
P0350,17710,Beauty,05-07-2025
P0351,14408,Toys,20-07-2025
P0352,10929,Toys,04-07-2025
P0353,17720,Laptop,12-07-2025
P0354,17365,Electronics,03-07-2025
P0355,5269,Beauty,03-07-2025
P0356,8884,Laptop,11-07-2025
P0357,8689,Accessories,01-07-2025
P0358,16787,Accessories,23-07-2025
P0359,1094,Toys,25-07-2025
P0360,16219,Toys,20-07-2025
P0361,7796,Books,12-07-2025
P0362,11272,Books,16-07-2025
P0363,218,Toys,12-07-2025
P0364,13987,Beauty,18-07-2025
P0365,394,Home Kitchen,18-07-2025
P0366,4947,Books,09-07-2025
P0367,17871,Toys,25-07-2025
P0368,4106,Stationery,03-07-2025
P0369,5621,Stationery,17-07-2025
P0370,783,Laptop,19-07-2025
P0371,3590,Stationery,24-07-2025
P0372,13489,Fashion,03-07-2025
P0373,19091,Laptop,08-07-2025
P0374,19818,Electronics,07-07-2025
P0375,6883,Electronics,12-07-2025
P0376,17967,Electronics,16-07-2025
P0377,19989,Electronics,02-07-2025
P0378,12810,Toys,01-07-2025
P0379,19926,Home Kitchen,04-07-2025
P0380,15699,Beauty,17-07-2025
P0381,8422,Stationery,06-07-2025
P0382,18064,Laptop,30-07-2025
P0383,5319,Books,08-07-2025
P0384,1317,Home Kitchen,20-07-2025
P0385,807,Sports,04-07-2025
P0386,17508,Accessories,07-07-2025
P0387,8071,Accessories,06-07-2025
P0388,6667,Toys,07-07-2025
P0389,17857,Toys,01-07-2025
P0390,17055,Laptop,15-07-2025
P0391,19978,Stationery,06-07-2025
P0392,9887,Toys,14-07-2025
P0393,17195,Accessories,29-07-2025
P0394,16979,Fashion,04-07-2025
P0395,5321,Sports,15-07-2025
P0396,16671,Books,07-07-2025
P0397,10596,Books,28-07-2025
P0398,4503,Toys,09-07-2025
P0399,6420,Fashion,29-07-2025
P0400,1114,Stationery,16-07-2025
P0401,18994,Toys,27-07-2025
P0402,5121,Toys,10-07-2025
P0403,1880,Laptop,11-07-2025
P0404,1345,Toys,11-07-2025
P0405,3761,Laptop,06-07-2025
P0406,11259,Laptop,26-07-2025
P0407,19331,Accessories,22-07-2025
P0408,5471,Electronics,24-07-2025
P0409,1310,Electronics,26-07-2025
P0410,19101,Home Kitchen,11-07-2025
P0411,7274,Home Kitchen,13-07-2025
P0412,9051,Sports,13-07-2025
P0413,10376,Accessories,26-07-2025
P0414,10299,Accessories,02-07-2025
P0415,3324,Toys,23-07-2025
P0416,13213,Electronics,28-07-2025
P0417,12471,Beauty,25-07-2025
P0418,15715,Stationery,30-07-2025
P0419,8710,Beauty,13-07-2025
P0420,17270,Fashion,11-07-2025
P0421,13664,Books,04-07-2025
P0422,13090,Accessories,08-07-2025
P0423,16471,Electronics,01-07-2025
P0424,12698,Laptop,16-07-2025
P0425,12542,Books,25-07-2025
P0426,3017,Electronics,13-07-2025
P0427,4947,Fashion,31-07-2025
P0428,7472,Home Kitchen,20-07-2025
P0429,2100,Stationery,13-07-2025
P0430,10732,Beauty,21-07-2025
P0431,11660,Accessories,31-07-2025
P0432,2549,Stationery,06-07-2025
P0433,18215,Stationery,16-07-2025
P0434,9761,Books,16-07-2025
P0435,18438,Laptop,31-07-2025
P0436,733,Beauty,19-07-2025
P0437,19662,Accessories,05-07-2025
P0438,7200,Books,14-07-2025
P0439,3957,Home Kitchen,11-07-2025
P0440,7557,Home Kitchen,04-07-2025
P0441,4954,Books,16-07-2025
P0442,17779,Toys,29-07-2025
P0443,1651,Laptop,16-07-2025
P0444,1665,Electronics,29-07-2025
P0445,16149,Sports,19-07-2025
P0446,4697,Electronics,01-07-2025
P0447,15321,Fashion,17-07-2025
P0448,6740,Home Kitchen,21-07-2025
P0449,14779,Toys,13-07-2025
P0450,9717,Accessories,30-07-2025
P0451,15900,Toys,20-07-2025
P0452,6755,Home Kitchen,03-07-2025
P0453,856,Sports,11-07-2025
P0454,1105,Home Kitchen,02-07-2025
P0455,16226,Electronics,14-07-2025
P0456,11609,Accessories,22-07-2025
P0457,1874,Toys,03-07-2025
P0458,18341,Fashion,10-07-2025
P0459,11847,Home Kitchen,03-07-2025
P0460,16221,Sports,25-07-2025
P0461,1089,Home Kitchen,30-07-2025
P0462,8524,Laptop,29-07-2025
P0463,15173,Books,25-07-2025
P0464,3356,Sports,01-07-2025
P0465,9212,Home Kitchen,16-07-2025
P0466,12947,Accessories,15-07-2025
P0467,3150,Electronics,04-07-2025
P0468,18588,Laptop,11-07-2025
P0469,18580,Stationery,02-07-2025
P0470,11739,Sports,22-07-2025
P0471,3781,Books,01-07-2025
P0472,6065,Accessories,04-07-2025
P0473,12728,Sports,11-07-2025
P0474,1371,Books,30-07-2025
P0475,17124,Electronics,24-07-2025
P0476,9063,Accessories,16-07-2025
P0477,18100,Sports,11-07-2025
P0478,6124,Electronics,13-07-2025
P0479,12834,Beauty,27-07-2025
P0480,220,Sports,22-07-2025
P0481,18211,Stationery,23-07-2025
P0482,3324,Beauty,30-07-2025
P0483,16598,Toys,30-07-2025
P0484,12887,Beauty,05-07-2025
P0485,8669,Books,23-07-2025
P0486,10268,Toys,01-07-2025
P0487,7056,Home Kitchen,19-07-2025
P0488,3503,Sports,12-07-2025
P0489,328,Beauty,01-07-2025
P0490,19612,Beauty,25-07-2025
P0491,5319,Toys,23-07-2025
P0492,10874,Stationery,27-07-2025
P0493,3918,Sports,07-07-2025
P0494,17935,Electronics,08-07-2025
P0495,3054,Stationery,25-07-2025
P0496,19495,Home Kitchen,17-07-2025
P0497,5165,Accessories,31-07-2025
P0498,8340,Home Kitchen,05-07-2025
P0499,7263,Home Kitchen,15-07-2025
P0500,18590,Sports,02-07-2025
P0501,16748,Toys,29-07-2025
P0502,598,Stationery,07-07-2025
P0503,9567,Laptop,26-07-2025
P0504,18598,Laptop,21-07-2025
P0505,17243,Sports,08-07-2025
P0506,11332,Accessories,31-07-2025
P0507,19791,Beauty,01-07-2025
P0508,5921,Stationery,31-07-2025
P0509,8092,Sports,25-07-2025
P0510,9697,Beauty,27-07-2025
P0511,7222,Sports,16-07-2025
P0512,5351,Toys,25-07-2025
P0513,6100,Accessories,25-07-2025
P0514,15912,Fashion,04-07-2025
P0515,19129,Home Kitchen,23-07-2025
P0516,16059,Stationery,08-07-2025
P0517,14158,Home Kitchen,31-07-2025
P0518,15455,Electronics,06-07-2025
P0519,10532,Electronics,26-07-2025
P0520,19943,Fashion,13-07-2025
P0521,2192,Accessories,05-07-2025
P0522,2840,Fashion,23-07-2025
P0523,2019,Toys,20-07-2025
P0524,3780,Home Kitchen,24-07-2025
P0525,1598,Fashion,17-07-2025
P0526,12618,Accessories,31-07-2025
P0527,16174,Accessories,15-07-2025
P0528,11874,Sports,16-07-2025
P0529,12953,Accessories,01-07-2025
P0530,16890,Laptop,22-07-2025
P0531,13506,Stationery,07-07-2025
P0532,9055,Beauty,15-07-2025
P0533,16670,Fashion,28-07-2025
P0534,12536,Fashion,23-07-2025
P0535,3603,Fashion,23-07-2025
P0536,8557,Beauty,13-07-2025
P0537,8173,Stationery,14-07-2025
P0538,5802,Sports,17-07-2025
P0539,15164,Toys,27-07-2025
P0540,2930,Stationery,30-07-2025
P0541,7892,Books,13-07-2025
P0542,12520,Accessories,15-07-2025
P0543,9336,Home Kitchen,26-07-2025
P0544,188,Accessories,21-07-2025
P0545,6487,Electronics,08-07-2025
P0546,1154,Books,09-07-2025
P0547,17356,Toys,18-07-2025
P0548,14797,Books,11-07-2025
P0549,3959,Stationery,29-07-2025
P0550,17331,Stationery,11-07-2025
P0551,6946,Stationery,28-07-2025
P0552,1580,Sports,14-07-2025
P0553,3057,Home Kitchen,02-07-2025
P0554,14184,Beauty,25-07-2025
P0555,18196,Accessories,17-07-2025
P0556,5431,Toys,06-07-2025
P0557,2572,Accessories,27-07-2025
P0558,15439,Toys,06-07-2025
P0559,12049,Toys,17-07-2025
P0560,10008,Fashion,21-07-2025
P0561,9050,Electronics,27-07-2025
P0562,9478,Beauty,11-07-2025
P0563,9445,Home Kitchen,01-07-2025
P0564,13640,Laptop,20-07-2025
P0565,16734,Toys,09-07-2025
P0566,542,Accessories,23-07-2025
P0567,1749,Sports,21-07-2025
P0568,10781,Stationery,14-07-2025
P0569,17751,Accessories,03-07-2025
P0570,9672,Fashion,09-07-2025
P0571,16950,Home Kitchen,02-07-2025
P0572,9614,Beauty,21-07-2025
P0573,2609,Sports,19-07-2025
P0574,9721,Electronics,15-07-2025
P0575,8766,Laptop,30-07-2025
P0576,18531,Accessories,07-07-2025
P0577,17397,Laptop,17-07-2025
P0578,13869,Toys,21-07-2025
P0579,10065,Laptop,19-07-2025
P0580,4646,Toys,21-07-2025
P0581,12769,Books,23-07-2025
P0582,11355,Home Kitchen,02-07-2025
P0583,13752,Stationery,10-07-2025
P0584,12738,Sports,05-07-2025
P0585,9306,Home Kitchen,28-07-2025
P0586,6917,Fashion,03-07-2025
P0587,7133,Fashion,18-07-2025
P0588,4749,Sports,19-07-2025
P0589,6132,Home Kitchen,11-07-2025
P0590,15431,Accessories,14-07-2025
P0591,19845,Books,22-07-2025
P0592,11245,Electronics,22-07-2025
P0593,18783,Electronics,21-07-2025
P0594,17308,Home Kitchen,19-07-2025
P0595,12193,Books,28-07-2025
P0596,17733,Electronics,06-07-2025
P0597,3610,Laptop,29-07-2025
P0598,11907,Toys,11-07-2025
P0599,10611,Books,14-07-2025
P0600,2671,Laptop,16-07-2025
P0601,5871,Stationery,29-07-2025
P0602,248,Fashion,16-07-2025
P0603,11756,Beauty,16-07-2025
P0604,4157,Laptop,14-07-2025
P0605,13600,Stationery,16-07-2025
P0606,5009,Sports,31-07-2025
P0607,5599,Toys,12-07-2025
P0608,19643,Stationery,24-07-2025
P0609,718,Stationery,18-07-2025
P0610,7852,Electronics,27-07-2025
P0611,9027,Fashion,23-07-2025
P0612,7077,Electronics,28-07-2025
P0613,9796,Fashion,17-07-2025
P0614,18337,Toys,01-07-2025
P0615,5573,Sports,16-07-2025
P0616,891,Electronics,28-07-2025
P0617,14975,Accessories,22-07-2025
P0618,9789,Stationery,15-07-2025
P0619,164,Stationery,31-07-2025
P0620,3405,Beauty,01-07-2025
P0621,17427,Toys,08-07-2025
P0622,17233,Beauty,14-07-2025
P0623,6426,Accessories,03-07-2025
P0624,1056,Toys,05-07-2025
P0625,1122,Sports,11-07-2025
P0626,18631,Beauty,14-07-2025
P0627,4915,Books,23-07-2025
P0628,10173,Home Kitchen,14-07-2025
P0629,18956,Books,21-07-2025
P0630,6014,Sports,29-07-2025
P0631,8384,Beauty,28-07-2025
P0632,15499,Fashion,29-07-2025
P0633,8159,Stationery,24-07-2025
P0634,16580,Laptop,31-07-2025
P0635,2642,Books,14-07-2025
P0636,1938,Fashion,21-07-2025
P0637,9110,Stationery,22-07-2025
P0638,6617,Beauty,08-07-2025
P0639,5508,Books,19-07-2025
P0640,16851,Sports,16-07-2025
P0641,6260,Stationery,25-07-2025
P0642,4862,Fashion,10-07-2025
P0643,5706,Electronics,01-07-2025
P0644,16697,Stationery,17-07-2025
P0645,749,Toys,20-07-2025
P0646,11395,Laptop,15-07-2025
P0647,3251,Accessories,03-07-2025
P0648,14710,Books,16-07-2025
P0649,18125,Stationery,11-07-2025
P0650,15342,Fashion,20-07-2025
P0651,6079,Beauty,02-07-2025
P0652,4754,Laptop,18-07-2025
P0653,3631,Beauty,05-07-2025
P0654,10499,Books,19-07-2025
P0655,4873,Sports,20-07-2025
P0656,7125,Home Kitchen,03-07-2025
P0657,12844,Toys,17-07-2025
P0658,1383,Home Kitchen,28-07-2025
P0659,16626,Stationery,19-07-2025
P0660,12328,Home Kitchen,31-07-2025
P0661,9128,Toys,22-07-2025
P0662,7047,Stationery,24-07-2025
P0663,13487,Toys,14-07-2025
P0664,8293,Sports,06-07-2025
P0665,4199,Beauty,10-07-2025
P0666,650,Beauty,23-07-2025
P0667,8337,Accessories,07-07-2025
P0668,12510,Beauty,31-07-2025
P0669,13249,Sports,09-07-2025
P0670,13188,Stationery,14-07-2025
P0671,15633,Sports,06-07-2025
P0672,103,Fashion,15-07-2025
P0673,12736,Electronics,25-07-2025
P0674,16638,Toys,03-07-2025
P0675,11470,Beauty,29-07-2025
P0676,12832,Toys,09-07-2025
P0677,5400,Books,23-07-2025
P0678,7731,Accessories,09-07-2025
P0679,11661,Accessories,21-07-2025
P0680,7719,Beauty,14-07-2025
P0681,2123,Laptop,07-07-2025
P0682,15003,Laptop,28-07-2025
P0683,5771,Stationery,04-07-2025
P0684,6349,Stationery,30-07-2025
P0685,14960,Electronics,13-07-2025
P0686,17158,Accessories,20-07-2025
P0687,9751,Fashion,29-07-2025
P0688,5330,Stationery,29-07-2025
P0689,19751,Toys,02-07-2025
P0690,661,Toys,08-07-2025
P0691,6526,Fashion,02-07-2025
P0692,4551,Home Kitchen,20-07-2025
P0693,4802,Books,19-07-2025
P0694,3697,Beauty,16-07-2025
P0695,2817,Laptop,20-07-2025
P0696,7916,Stationery,03-07-2025
P0697,3766,Laptop,18-07-2025
P0698,8524,Stationery,21-07-2025
P0699,431,Accessories,30-07-2025
P0700,7027,Laptop,26-07-2025
P0701,16918,Home Kitchen,24-07-2025
P0702,8625,Electronics,23-07-2025
P0703,16615,Stationery,22-07-2025
P0704,347,Stationery,10-07-2025
P0705,17722,Books,30-07-2025
P0706,2359,Laptop,27-07-2025
P0707,9111,Beauty,30-07-2025
P0708,1878,Electronics,25-07-2025
P0709,16189,Toys,31-07-2025
P0710,5443,Books,05-07-2025
P0711,14992,Stationery,13-07-2025
P0712,19686,Accessories,25-07-2025
P0713,19908,Stationery,31-07-2025
P0714,8905,Home Kitchen,29-07-2025
P0715,16530,Sports,16-07-2025
P0716,14603,Toys,12-07-2025
P0717,16984,Beauty,11-07-2025
P0718,2673,Beauty,29-07-2025
P0719,9641,Books,28-07-2025
P0720,8102,Books,04-07-2025
P0721,4088,Accessories,31-07-2025
P0722,16303,Toys,13-07-2025
P0723,2081,Laptop,25-07-2025
P0724,15853,Fashion,11-07-2025
P0725,6449,Beauty,16-07-2025
P0726,6050,Stationery,09-07-2025
P0727,3830,Books,09-07-2025
P0728,3135,Books,26-07-2025
P0729,14094,Electronics,26-07-2025
P0730,18957,Sports,12-07-2025
P0731,8847,Beauty,05-07-2025
P0732,15350,Stationery,12-07-2025
P0733,13932,Electronics,21-07-2025
P0734,5217,Laptop,26-07-2025
P0735,8430,Accessories,25-07-2025
P0736,3124,Beauty,15-07-2025
P0737,19960,Laptop,21-07-2025
P0738,4951,Laptop,15-07-2025
P0739,13079,Stationery,31-07-2025
P0740,9312,Books,04-07-2025
P0741,1362,Home Kitchen,24-07-2025
